{'新增投资者数量_自然人': 23.96, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14433.49, '期末投资者数量_自然人_已开立A股账户投资者': 14367.88, '期末投资者数量_非自然人': 35.21, '期末投资者数量_非自然人_已开立A股账户投资者': 32.96, 'Date': datetime.date(2018, 11, 2)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
{'新增投资者数量_自然人': 20.79, '新增投资者数量_非自然人': 0.02, '期末投资者数量_自然人': 14615.11, '期末投资者数量_自然人_已开立A股账户投资者': 14549.66, '期末投资者数量_非自然人': 35.33, '期末投资者数量_非自然人_已开立A股账户投资者': 33.07, 'Date': datetime.date(2018, 12, 28)}
{'新增投资者数量_自然人': 22.27, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14552.09, '期末投资者数量_自然人_已开立A股账户投资者': 14486.59, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 7)}
{'新增投资者数量_自然人': 21.2, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14573.29, '期末投资者数量_自然人_已开立A股账户投资者': 14507.8, '期末投资者数量_非自然人': 35.29, '期末投资者数量_非自然人_已开立A股账户投资者': 33.04, 'Date': datetime.date(2018, 12, 14)}
{'新增投资者数量_自然人': 21.03, '新增投资者数量_非自然人': 0.01, '期末投资者数量_自然人': 14594.33, '期末投资者数量_自然人_已开立A股账户投资者': 14528.85, '期末投资者数量_非自然人': 35.3, '期末投资者数量_非自然人_已开立A股账户投资者': 33.05, 'Date': datetime.date(2018, 12, 21)}
